indice_tiempo,region_de_destino,origen_visitantes,visitas,observaciones
2018-09-01,cuyo,total,3042,
2018-09-01,litoral,no residentes,44472,
2018-09-01,litoral,residentes,104666,
2018-09-01,litoral,total,149138,
2018-09-01,norte,no residentes,1265,
2018-09-01,norte,residentes,15372,
2018-09-01,norte,total,16637,
2018-09-01,patagonia,no residentes,24591,
2018-09-01,patagonia,residentes,72220,
2018-09-01,patagonia,total,96811,
2018-10-01,buenos aires,no residentes,47,
2018-10-01,buenos aires,residentes,3120,
2018-10-01,buenos aires,total,3167,
2018-10-01,cordoba,no residentes,140,
2018-10-01,cordoba,residentes,2220,
2018-10-01,cordoba,total,2360,
2018-10-01,cuyo,no residentes,193,
2018-10-01,cuyo,residentes,3008,
2018-10-01,cuyo,total,3201,
2018-10-01,litoral,no residentes,51478,
2018-10-01,litoral,residentes,112286,
2018-10-01,litoral,total,163764,
2018-10-01,norte,no residentes,1455,
2018-10-01,norte,residentes,16317,
2018-10-01,norte,total,17772,
2018-10-01,patagonia,no residentes,48773,
2018-10-01,patagonia,residentes,102958,
2018-10-01,patagonia,total,151731,
2018-11-01,buenos aires,no residentes,0,
2018-11-01,buenos aires,residentes,0,
2018-11-01,buenos aires,total,0,
2018-11-01,cordoba,no residentes,193,
2018-11-01,cordoba,residentes,1370,
2018-11-01,cordoba,total,1563,
2018-11-01,cuyo,no residentes,227,
2018-11-01,cuyo,residentes,2114,
2018-11-01,cuyo,total,2341,
2018-11-01,litoral,no residentes,66582,
2018-11-01,litoral,residentes,85552,
2018-11-01,litoral,total,152134,
2018-11-01,norte,no residentes,1793,
2018-11-01,norte,residentes,13605,
2018-11-01,norte,total,15398,
2018-11-01,patagonia,no residentes,92106,
2018-11-01,patagonia,residentes,89209,
2018-11-01,patagonia,total,181315,
2018-12-01,buenos aires,no residentes,0,
2018-12-01,buenos aires,residentes,0,
2018-12-01,buenos aires,total,0,
2018-12-01,cordoba,no residentes,135,
2018-12-01,cordoba,residentes,851,
2018-12-01,cordoba,total,986,
2018-12-01,cuyo,no residentes,194,
2018-12-01,cuyo,residentes,1549,
2018-12-01,cuyo,total,1743,
2018-12-01,litoral,no residentes,64615,
2018-12-01,litoral,residentes,62567,
2018-12-01,litoral,total,127182,
2018-12-01,norte,no residentes,1075,
2018-12-01,norte,residentes,8976,
2018-12-01,norte,total,10051,
2018-12-01,patagonia,no residentes,103055,
2018-12-01,patagonia,residentes,119127,
2018-12-01,patagonia,total,222182,
2019-01-01,buenos aires,no residentes,0,
2019-01-01,buenos aires,residentes,0,
2019-01-01,buenos aires,total,0,
2019-01-01,cordoba,no residentes,122,
2019-01-01,cordoba,residentes,2384,
2019-01-01,cordoba,total,2506,
2019-01-01,cuyo,no residentes,278,
2019-01-01,cuyo,residentes,6263,
2019-01-01,cuyo,total,6541,
2019-01-01,litoral,no residentes,79892,
2019-01-01,litoral,residentes,121048,
2019-01-01,litoral,total,200940,
2019-01-01,norte,no residentes,775,
2019-01-01,norte,residentes,9382,
2019-01-01,norte,total,10157,
2019-01-01,patagonia,no residentes,127186,
2019-01-01,patagonia,residentes,267686,
2019-01-01,patagonia,total,394872,
2019-02-01,buenos aires,no residentes,0,
2019-02-01,buenos aires,residentes,0,
2019-02-01,buenos aires,total,0,
2019-02-01,cordoba,no residentes,142,
2019-02-01,cordoba,residentes,1995,
2019-02-01,cordoba,total,2137,
2019-02-01,cuyo,no residentes,206,
2019-02-01,cuyo,residentes,4028,
2019-02-01,cuyo,total,4234,
2019-02-01,litoral,no residentes,57625,
2019-02-01,litoral,residentes,91628,
2019-02-01,litoral,total,149253,
2019-02-01,norte,no residentes,2538,
2019-02-01,norte,residentes,10334,
2019-02-01,norte,total,12872,
2019-02-01,patagonia,no residentes,110476,
2019-02-01,patagonia,residentes,197102,
2019-02-01,patagonia,total,307578,
2019-03-01,buenos aires,no residentes,0,
2019-03-01,buenos aires,residentes,0,
2019-03-01,buenos aires,total,0,
2019-03-01,cordoba,no residentes,191,
2019-03-01,cordoba,residentes,1567,
2019-03-01,cordoba,total,1758,
2019-03-01,cuyo,no residentes,183,
2019-03-01,cuyo,residentes,3386,
2019-03-01,cuyo,total,3569,
2019-03-01,litoral,no residentes,66916,
2019-03-01,litoral,residentes,86885,
2019-03-01,litoral,total,153801,
2019-03-01,norte,no residentes,2067,
2019-03-01,norte,residentes,11771,
2019-03-01,norte,total,13838,
2019-03-01,patagonia,no residentes,83570,
2019-03-01,patagonia,residentes,152137,
2019-03-01,patagonia,total,235707,
2019-04-01,buenos aires,no residentes,0,
2019-04-01,buenos aires,residentes,0,
2019-04-01,buenos aires,total,0,
2019-04-01,cordoba,no residentes,226,
2019-04-01,cordoba,residentes,2866,
2019-04-01,cordoba,total,3092,
2019-04-01,cuyo,no residentes,185,
2019-04-01,cuyo,residentes,3983,
2019-04-01,cuyo,total,4168,
2019-04-01,litoral,no residentes,56806,
2019-04-01,litoral,residentes,89126,
2019-04-01,litoral,total,145932,
2019-04-01,norte,no residentes,1027,
2019-04-01,norte,residentes,14713,
2019-04-01,norte,total,15740,
2019-04-01,patagonia,no residentes,46125,
2019-04-01,patagonia,residentes,95036,
2019-04-01,patagonia,total,141161,
2019-05-01,buenos aires,no residentes,0,
2019-05-01,buenos aires,residentes,0,
2019-05-01,buenos aires,total,0,
2019-05-01,cordoba,no residentes,124,
2019-05-01,cordoba,residentes,1609,
2019-05-01,cordoba,total,1733,
2019-05-01,cuyo,no residentes,196,
2019-05-01,cuyo,residentes,1793,
2019-05-01,cuyo,total,1989,
2019-05-01,litoral,no residentes,36541,
2019-05-01,litoral,residentes,65980,
2019-05-01,litoral,total,102521,
2019-05-01,norte,no residentes,711,
2019-05-01,norte,residentes,10223,
2019-05-01,norte,total,10934,
2019-05-01,patagonia,no residentes,15565,
2019-05-01,patagonia,residentes,43785,
2019-05-01,patagonia,total,59350,
2019-06-01,buenos aires,no residentes,0,
2019-06-01,buenos aires,residentes,0,
2019-06-01,buenos aires,total,0,
2019-06-01,cordoba,no residentes,107,
2019-06-01,cordoba,residentes,1465,
2019-06-01,cordoba,total,1572,
2019-06-01,cuyo,no residentes,156,
2019-06-01,cuyo,residentes,2205,
2019-06-01,cuyo,total,2361,
2019-06-01,litoral,no residentes,33804,
2019-06-01,litoral,residentes,75673,
2019-06-01,litoral,total,109477,
2019-06-01,norte,no residentes,706,
2019-06-01,norte,residentes,13215,
2019-06-01,norte,total,13921,
2019-06-01,patagonia,no residentes,12635,
2019-06-01,patagonia,residentes,44336,
2019-06-01,patagonia,total,56971,
2019-07-01,buenos aires,no residentes,0,
2019-07-01,buenos aires,residentes,0,
2019-07-01,buenos aires,total,0,
2019-07-01,cordoba,no residentes,218,
2019-07-01,cordoba,residentes,3410,
2019-07-01,cordoba,total,3628,
2019-07-01,cuyo,no residentes,246,
2019-07-01,cuyo,residentes,10385,
2019-07-01,cuyo,total,10631,
2019-07-01,litoral,no residentes,55229,
2019-07-01,litoral,residentes,172987,
2019-07-01,litoral,total,228216,
2019-07-01,norte,no residentes,1960,
2019-07-01,norte,residentes,34809,
2019-07-01,norte,total,36769,
2019-07-01,patagonia,no residentes,21503,
2019-07-01,patagonia,residentes,75263,
2019-07-01,patagonia,total,96766,
2019-08-01,buenos aires,no residentes,0,
2019-08-01,buenos aires,residentes,0,
2019-08-01,buenos aires,total,0,
2019-08-01,cordoba,no residentes,113,
2019-08-01,cordoba,residentes,1159,
2019-08-01,cordoba,total,1272,
2019-08-01,cuyo,no residentes,112,
2019-08-01,cuyo,residentes,3048,
2019-08-01,cuyo,total,3160,
2019-08-01,litoral,no residentes,47298,
2019-08-01,litoral,residentes,100231,
2019-08-01,litoral,total,147529,
2019-08-01,norte,no residentes,992,
2019-08-01,norte,residentes,18260,
2019-08-01,norte,total,19252,
2019-08-01,patagonia,no residentes,22807,
2019-08-01,patagonia,residentes,63967,
2019-08-01,patagonia,total,86774,
2019-09-01,buenos aires,no residentes,3,
2019-09-01,buenos aires,residentes,1094,
2019-09-01,buenos aires,total,1097,
2019-09-01,cordoba,no residentes,236,
2019-09-01,cordoba,residentes,2379,
2019-09-01,cordoba,total,2615,
2019-09-01,cuyo,no residentes,150,
2019-09-01,cuyo,residentes,2806,
2019-09-01,cuyo,total,2956,
2019-09-01,litoral,no residentes,48440,
2019-09-01,litoral,residentes,108242,
2019-09-01,litoral,total,156682,
2019-09-01,norte,no residentes,1075,
2019-09-01,norte,residentes,18793,
2019-09-01,norte,total,19868,
2019-09-01,patagonia,no residentes,30775,
2019-09-01,patagonia,residentes,80557,
2019-09-01,patagonia,total,111332,
2019-10-01,buenos aires,no residentes,10,
2019-10-01,buenos aires,residentes,1932,
2019-10-01,buenos aires,total,1942,
2019-10-01,cordoba,no residentes,240,
2019-10-01,cordoba,residentes,2047,
2019-10-01,cordoba,total,2287,
2019-10-01,cuyo,no residentes,187,
2019-10-01,cuyo,residentes,2572,
2019-10-01,cuyo,total,2759,
2019-10-01,litoral,no residentes,58521,
2019-10-01,litoral,residentes,100324,
2019-10-01,litoral,total,158845,
2019-10-01,norte,no residentes,1395,
2019-10-01,norte,residentes,19430,
2019-10-01,norte,total,20825,
2019-10-01,patagonia,no residentes,58208,
2019-10-01,patagonia,residentes,114129,
2019-10-01,patagonia,total,172337,
2019-11-01,buenos aires,no residentes,13,
2019-11-01,buenos aires,residentes,2265,
2019-11-01,buenos aires,total,2278,
2019-11-01,cordoba,no residentes,199,
2019-11-01,cordoba,residentes,1456,
2019-11-01,cordoba,total,1655,
2019-11-01,cuyo,no residentes,266,
2019-11-01,cuyo,residentes,2427,
2019-11-01,cuyo,total,2693,
2019-11-01,litoral,no residentes,71594,
2019-11-01,litoral,residentes,90880,
2019-11-01,litoral,total,162474,
2019-11-01,norte,no residentes,1435,
2019-11-01,norte,residentes,12770,
2019-11-01,norte,total,14205,
2019-11-01,patagonia,no residentes,106529,
2019-11-01,patagonia,residentes,114687,
2019-11-01,patagonia,total,221216,
2019-12-01,buenos aires,no residentes,10,
2019-12-01,buenos aires,residentes,1188,
2019-12-01,buenos aires,total,1198,
2019-12-01,cordoba,no residentes,195,
2019-12-01,cordoba,residentes,1032,
2019-12-01,cordoba,total,1227,
2019-12-01,cuyo,no residentes,237,
2019-12-01,cuyo,residentes,1553,
2019-12-01,cuyo,total,1790,
2019-12-01,litoral,no residentes,73031,
2019-12-01,litoral,residentes,70975,
2019-12-01,litoral,total,144006,
2019-12-01,norte,no residentes,1119,
2019-12-01,norte,residentes,9412,
2019-12-01,norte,total,10531,
2019-12-01,patagonia,no residentes,118670,
2019-12-01,patagonia,residentes,158734,
2019-12-01,patagonia,total,277404,
2020-01-01,buenos aires,no residentes,10,
2020-01-01,buenos aires,residentes,1636,
2020-01-01,buenos aires,total,1646,
2020-01-01,cordoba,no residentes,237,
2020-01-01,cordoba,residentes,3205,
2020-01-01,cordoba,total,3442,
2020-01-01,cuyo,no residentes,282,
2020-01-01,cuyo,residentes,5210,
2020-01-01,cuyo,total,5492,
2020-01-01,litoral,no residentes,84747,
2020-01-01,litoral,residentes,142678,
2020-01-01,litoral,total,227425,
2020-01-01,norte,no residentes,1140,
2020-01-01,norte,residentes,12471,
2020-01-01,norte,total,13611,
2020-01-01,patagonia,no residentes,140545,
2020-01-01,patagonia,residentes,386857,
2020-01-01,patagonia,total,527402,
2020-02-01,buenos aires,no residentes,21,
2020-02-01,buenos aires,residentes,2721,
2020-02-01,buenos aires,total,2742,
2020-02-01,cordoba,no residentes,127,
2020-02-01,cordoba,residentes,3138,
2020-02-01,cordoba,total,3265,
2020-02-01,cuyo,no residentes,288,
2020-02-01,cuyo,residentes,5414,
2020-02-01,cuyo,total,5702,
2020-02-01,litoral,no residentes,72003,
2020-02-01,litoral,residentes,133445,
2020-02-01,litoral,total,205448,
2020-02-01,norte,no residentes,3014,
2020-02-01,norte,residentes,12668,
2020-02-01,norte,total,15682,
2020-02-01,patagonia,no residentes,125058,
2020-02-01,patagonia,residentes,259031,
2020-02-01,patagonia,total,384089,
2020-03-01,buenos aires,no residentes,1,
2020-03-01,buenos aires,residentes,283,
2020-03-01,buenos aires,total,284,
2020-03-01,cordoba,no residentes,79,
2020-03-01,cordoba,residentes,716,
2020-03-01,cordoba,total,795,
2020-03-01,cuyo,no residentes,87,
2020-03-01,cuyo,residentes,1479,
2020-03-01,cuyo,total,1566,
2020-03-01,litoral,no residentes,29693,
2020-03-01,litoral,residentes,32810,
2020-03-01,litoral,total,62502,
2020-03-01,norte,no residentes,984,
2020-03-01,norte,residentes,5142,
2020-03-01,norte,total,6126,
2020-03-01,patagonia,no residentes,41476,
2020-03-01,patagonia,residentes,64984,
2020-03-01,patagonia,total,106459,
2020-04-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-04-01,buenos aires,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-04-01,buenos aires,total,0,Emergencia sanitaria
2020-04-01,cordoba,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-04-01,cordoba,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-04-01,cordoba,total,0,Emergencia sanitaria
2020-04-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-04-01,cuyo,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-04-01,cuyo,total,0,Emergencia sanitaria
2020-04-01,litoral,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-04-01,litoral,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-04-01,litoral,total,0,Emergencia sanitaria
2020-04-01,norte,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-04-01,norte,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-04-01,norte,total,0,Emergencia sanitaria
2020-04-01,patagonia,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-04-01,patagonia,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-04-01,patagonia,total,0,Emergencia sanitaria
2020-05-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-05-01,buenos aires,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-05-01,buenos aires,total,0,Emergencia sanitaria
2020-05-01,cordoba,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-05-01,cordoba,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-05-01,cordoba,total,0,Emergencia sanitaria
2020-05-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-05-01,cuyo,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-05-01,cuyo,total,0,Emergencia sanitaria
2020-05-01,litoral,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-05-01,litoral,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-05-01,litoral,total,0,Emergencia sanitaria
2020-05-01,norte,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-05-01,norte,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-05-01,norte,total,0,Emergencia sanitaria
2020-05-01,patagonia,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-05-01,patagonia,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-05-01,patagonia,total,0,Emergencia sanitaria
2020-06-01,buenos aires,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-06-01,buenos aires,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-06-01,buenos aires,total,0,Emergencia sanitaria
2020-06-01,cordoba,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-06-01,cordoba,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-06-01,cordoba,total,0,Emergencia sanitaria
2020-06-01,cuyo,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-06-01,cuyo,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-06-01,cuyo,total,0,Emergencia sanitaria
2020-06-01,litoral,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-06-01,litoral,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-06-01,litoral,total,0,Emergencia sanitaria
2020-06-01,norte,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-06-01,norte,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-06-01,norte,total,0,Emergencia sanitaria
2020-06-01,patagonia,no residentes,0,Emergencia sanitaria. Los Parques Nacionales se mantuvieron cerrados.
2020-06-01,patagonia,residentes,0,Emergencia sanitaria. El Gobierno Nacional dispuso el aislamiento (o distanciamiento) social preventivo y obligatorio y restricciones a la circulacion de las personas por las fronteras del pais.
2020-06-01,patagonia,total,0,Emergencia sanitaria
